hour_of_day,day_of_week,is_off_hours,severity,category_risk,role_risk_score,status_risk,bytes_zscore,user_event_count,user_patient_access_count,user_failed_login_count,is_anomaly,anomaly_score,risk_score,risk_level
17,0,0,4,4,3,2,-0.1125,169,42,4,0,0.31448684785063663,44.7,Medium
17,0,0,5,2,3,4,-0.0942,165,25,16,0,0.5906614368712022,47.7,Medium
17,0,0,4,1,2,3,-0.1071,178,44,11,0,0.2295325218465082,30.3,Medium
17,0,0,5,2,2,3,-0.1174,167,34,8,0,0.25903041582249775,40.3,Medium
17,0,0,1,1,3,0,-0.1168,158,32,11,0,0.2425718024812895,6.7,Low
17,0,0,1,3,2,3,-0.1146,167,45,7,0,0.17655074281326744,25.3,Medium
17,0,0,5,4,1,0,-0.1012,167,36,16,0,0.5845922388771283,35.0,Medium
17,0,0,3,4,2,0,-0.1001,157,41,10,0,0.2088208750480095,28.3,Medium
17,0,0,3,1,3,2,-0.1218,179,41,9,0,0.23507466583247505,24.7,Medium
17,0,0,1,3,3,3,-0.1221,169,46,5,0,0.2376941650279657,28.7,Medium
17,0,0,3,2,2,0,-0.0766,199,39,12,0,0.24678907822948493,18.3,Low
17,0,0,4,1,3,2,-0.1082,193,47,10,0,0.351839430807647,29.7,Medium
18,0,0,3,2,2,0,-0.112,165,44,12,0,0.13618003311706306,18.3,Low
18,0,0,1,1,1,0,-0.1236,189,49,15,0,0.49152214532817085,0.0,Low
18,0,0,2,4,2,2,-0.1051,167,34,8,0,0.27838587709145945,31.3,Medium
18,0,0,2,4,3,0,-0.1046,169,42,4,0,0.27270151642808604,26.7,Medium
18,0,0,2,1,3,0,-0.0991,165,33,10,0,0.24820042113076157,11.7,Low
18,0,0,3,1,3,3,-0.1043,158,32,11,0,0.3450373770053977,28.7,Medium
18,0,0,1,1,3,0,-0.1221,192,43,14,0,0.323186159963075,6.7,Low
18,0,0,3,2,3,5,-0.1158,169,46,5,0,0.35859540422530467,41.7,Medium
18,0,0,2,3,3,3,-0.1038,168,44,7,0,0.18913103816821963,33.7,Medium
18,0,0,1,1,3,0,-0.0938,163,37,6,0,0.24796262262569213,6.7,Low
18,0,0,1,1,2,0,-0.0875,157,41,10,0,0.269325875631904,3.3,Low
18,0,0,4,1,2,2,-0.1109,173,50,8,0,0.35005800843783585,26.3,Medium
18,0,0,1,2,3,0,-0.111,173,35,9,0,0.18593684966259894,11.7,Low
18,0,0,1,1,3,0,-0.0954,169,42,4,0,0.33263525084382983,6.7,Low
18,0,0,5,4,3,0,6.6892,172,47,9,0,0.7071808053969503,56.7,High
18,0,0,2,2,3,2,-0.1051,146,30,6,0,0.43841973449452065,24.7,Medium
18,0,0,3,4,3,2,-0.1208,193,47,10,0,0.3007577417085633,39.7,Medium
18,0,0,5,3,3,5,-0.1007,194,40,20,0,0.615703449426142,56.7,High
18,0,0,5,4,1,0,-0.1242,146,30,6,0,0.6930688858002623,35.0,Medium
18,0,0,2,1,2,1,-0.1211,181,46,12,0,0.22453704739331648,12.3,Low
18,0,0,4,4,4,0,-0.12,168,41,9,0,0.4240962605841906,40.0,Medium
18,0,0,5,3,2,5,-0.1228,165,36,8,0,0.3985174857073873,53.3,High
18,0,0,1,3,2,3,-0.1259,184,57,6,0,0.4395836811683036,25.3,Medium
18,0,0,1,3,3,0,-0.1227,193,40,8,0,0.295178417451891,16.7,Low
18,0,0,1,1,2,0,-0.1112,163,34,10,0,0.20006932315272863,3.3,Low
18,0,0,2,3,2,3,-0.0886,173,50,8,0,0.2850478136366843,30.3,Medium
18,0,0,5,2,3,3,-0.1261,168,44,7,0,0.31116908739782856,43.7,Medium
18,0,0,5,1,3,3,-0.1201,165,25,16,0,0.6384683723065286,38.7,Medium
18,0,0,3,4,2,0,0.0265,163,34,10,0,0.34719157293839975,28.5,Medium
18,0,0,2,2,3,0,-0.095,169,42,4,0,0.23068126774810527,16.7,Low
18,0,0,4,2,4,4,-0.1071,165,38,8,0,0.3865837413349833,46.0,Medium
18,0,0,1,3,4,0,-0.1024,169,49,8,0,0.3718027874255785,20.0,Low
18,0,0,2,3,1,3,-0.0954,155,44,7,0,0.4362554057628544,27.0,Medium
18,0,0,1,1,2,0,-0.0973,173,50,8,0,0.31229483683820236,3.3,Low
18,0,0,2,2,2,0,-0.112,191,47,14,0,0.203042033810371,13.3,Low
18,0,0,2,4,2,2,-0.1152,146,36,10,0,0.3936588207572924,31.3,Medium
18,0,0,5,3,2,5,-0.1007,181,46,12,0,0.3975404746237061,53.3,High
18,0,0,4,3,3,5,-0.126,165,41,16,0,0.4178480355191616,51.7,High
18,0,0,4,2,2,5,-0.1245,181,46,12,0,0.35524761713440267,43.3,Medium
18,0,0,2,2,2,0,-0.1236,151,30,9,0,0.3139064889801876,13.3,Low
19,0,0,1,2,3,2,-0.1244,169,42,4,0,0.33487774731807163,19.7,Low
19,0,0,1,1,2,0,-0.1232,184,57,6,0,0.4342668379862731,3.3,Low
19,0,0,2,2,2,0,-0.0982,165,44,12,0,0.1254409970004038,13.3,Low
19,0,0,4,1,3,2,-0.0939,165,25,16,0,0.5520188321716505,29.7,Medium
19,0,0,5,2,2,5,-0.1187,204,49,9,0,0.5665587520968474,48.3,Medium
19,0,0,2,1,4,0,-0.1171,169,49,8,0,0.4208096208087465,15.0,Low
19,0,0,1,3,3,0,-0.1226,179,41,9,0,0.21895585344796997,16.7,Low
19,0,0,2,2,4,0,-0.1141,160,34,11,0,0.34343424004023393,20.0,Low
19,0,0,2,4,4,0,-0.1006,160,34,11,0,0.4408738800377425,30.0,Medium
19,0,0,1,3,3,0,-0.1143,173,35,9,0,0.2222247679535908,16.7,Low
19,0,0,1,2,3,0,-0.1191,193,40,8,0,0.2719441608484986,11.7,Low
19,0,0,3,2,1,0,-0.1167,151,41,14,0,0.4476314724390432,15.0,Low
19,0,0,1,1,2,0,-0.112,204,49,9,0,0.43724282083631216,3.3,Low
19,0,0,1,2,2,0,-0.1188,146,36,10,0,0.336060294801123,8.3,Low
19,0,0,4,4,3,0,-0.1036,177,49,9,0,0.3401735522498117,36.7,Medium
19,0,0,3,2,2,4,-0.1061,180,41,8,0,0.25893801187010335,34.3,Medium
19,0,0,1,1,2,0,-0.0885,192,41,12,0,0.29531952949384,3.3,Low
19,0,0,2,3,2,0,-0.0955,174,41,9,0,0.1297236857858889,18.3,Low
19,0,0,1,2,3,0,-0.0901,172,41,5,0,0.2395905877761243,11.7,Low
19,0,0,2,3,3,0,-0.0984,179,41,9,0,0.16958185750945953,21.7,Medium
19,0,0,4,3,2,3,-0.1151,204,49,9,0,0.4108774351751071,40.3,Medium
19,0,0,3,1,3,2,-0.1045,165,33,10,0,0.29744000639645496,24.7,Medium
19,0,0,4,4,3,0,-0.1246,159,36,11,0,0.3681716839503075,36.7,Medium
19,0,0,2,2,2,0,-0.1236,181,46,12,0,0.14917541121681444,13.3,Low
19,0,0,3,4,3,0,-0.1162,159,36,11,0,0.2893343268453533,31.7,Medium
19,0,0,5,3,2,3,-0.1041,151,30,9,0,0.48207604916619884,45.3,Medium
19,0,0,2,2,2,0,-0.1128,173,50,8,0,0.19977325153105507,13.3,Low
19,0,0,2,2,1,0,-0.1261,175,52,8,0,0.3696641841977526,10.0,Low
19,0,0,1,3,2,3,-0.1203,162,45,10,0,0.2582891559276298,25.3,Medium
19,0,0,4,4,2,0,-0.1248,157,39,9,0,0.3445017960532426,33.3,Medium
19,0,0,3,1,2,3,-0.0974,157,39,9,0,0.31310779576238956,25.3,Medium
19,0,0,1,2,3,0,-0.1142,192,43,14,0,0.2554924973490105,11.7,Low
19,0,0,2,1,3,2,-0.101,194,40,20,0,0.5028837185387682,19.7,Low
19,0,0,1,3,3,0,-0.1114,168,44,7,0,0.18695774174444946,16.7,Low
19,0,0,2,2,3,0,-0.0897,172,47,9,0,0.16677693239832914,16.7,Low
20,0,0,1,1,3,0,-0.0876,179,41,9,0,0.2675993764708553,6.7,Low
20,0,0,1,2,2,0,-0.1124,199,39,12,0,0.26874197193004445,8.3,Low
20,0,0,3,1,2,2,-0.1127,168,47,13,0,0.28460244407544166,21.3,Medium
20,0,0,2,3,2,3,-0.1074,181,46,12,0,0.2159729871049243,30.3,Medium
20,0,0,1,1,2,0,-0.1258,204,49,9,0,0.46423966027013785,3.3,Low
20,0,0,2,3,2,0,-0.0743,199,39,12,0,0.30363013738763855,18.3,Low
20,0,0,3,1,3,3,-0.1081,173,35,9,0,0.33280713742835355,28.7,Medium
20,0,0,2,2,2,0,-0.1219,167,34,8,0,0.1783490243292285,13.3,Low
20,0,0,1,3,3,3,-0.0891,159,36,11,0,0.3266573965238798,28.7,Medium
20,0,0,5,2,2,3,-0.1029,167,34,8,0,0.2998365430837088,40.3,Medium
20,0,0,2,3,2,0,-0.0971,180,41,8,0,0.14317530001452383,18.3,Low
20,0,0,5,2,2,4,-0.0992,157,41,10,0,0.3656272652150294,44.3,Medium
20,0,0,5,2,2,4,-0.1145,167,45,7,0,0.29822823738298165,44.3,Medium
20,0,0,3,4,3,2,-0.1258,175,44,16,0,0.32264792906219164,39.7,Medium
20,0,0,3,2,2,2,-0.1127,186,42,7,0,0.20158462216740258,26.3,Medium
20,0,0,2,1,3,0,-0.1186,164,39,8,0,0.22362088599945562,11.7,Low
20,0,0,1,1,4,0,-0.1101,160,34,11,0,0.40170371880571953,10.0,Low
20,0,0,1,2,1,0,-0.0886,155,44,7,0,0.41415968664160896,5.0,Low
20,0,0,4,4,3,2,-0.125,165,25,16,0,0.5841142546721347,44.7,Medium
20,0,0,1,1,3,0,-0.0869,177,37,16,0,0.32984750085030146,6.7,Low
20,0,0,3,4,2,2,-0.1261,173,50,8,0,0.2944654561698161,36.3,Medium
20,0,0,1,3,3,0,-0.1036,159,36,11,0,0.25233378966127873,16.7,Low
20,0,0,5,4,2,2,9.903,170,43,8,0,0.7376676673164405,61.3,High
20,0,0,1,2,2,0,-0.1069,186,42,7,0,0.19698563533718316,8.3,Low
20,0,0,1,1,2,0,-0.0915,185,47,7,0,0.2544987819330802,3.3,Low
20,0,0,1,1,3,1,-0.1101,173,35,9,0,0.2890656811232024,10.7,Low
21,0,0,2,4,3,0,-0.1204,193,46,16,0,0.3591364625882313,26.7,Medium
21,0,0,1,4,1,0,-0.0985,155,44,7,0,0.450079973917058,15.0,Low
21,0,0,1,2,3,2,-0.083,177,37,16,0,0.3392383239136645,19.7,Low
21,0,0,2,3,2,0,-0.0977,174,41,9,0,0.1521810277317619,18.3,Low
21,0,0,2,1,2,0,-0.1071,191,47,14,0,0.31308758789231583,8.3,Low
21,0,0,5,3,2,3,-0.1116,164,28,10,0,0.45616429327033703,45.3,Medium
21,0,0,2,2,3,0,-0.1243,167,34,17,0,0.37254385965945036,16.7,Low
21,0,0,5,3,3,3,-0.1263,165,25,16,0,0.623494940972542,48.7,Medium
21,0,0,3,4,2,0,-0.0894,178,44,11,0,0.22552202452513037,28.3,Medium
21,0,0,3,4,4,0,-0.1209,165,38,8,0,0.41400988629697866,35.0,Medium
21,0,0,1,1,3,0,-0.1235,164,39,8,0,0.30054493397307247,6.7,Low
21,0,0,1,3,2,3,-0.1264,150,37,3,0,0.5191676055677081,25.3,Medium
21,0,0,5,2,3,3,-0.1237,194,40,20,0,0.5858592141383869,43.7,Medium
21,0,0,2,2,3,0,-0.1119,165,33,10,0,0.2031663524665439,16.7,Low
21,0,0,2,3,2,0,-0.0927,164,36,11,0,0.16867597312349203,18.3,Low
21,0,0,2,3,4,0,-0.1009,165,38,8,0,0.3458399439577813,25.0,Medium
21,0,0,2,3,3,3,-0.0777,182,45,8,0,0.2773174286856952,33.7,Medium
21,0,0,5,2,3,4,-0.0936,173,35,9,0,0.3601097247282946,47.7,Medium
21,0,0,2,2,4,0,-0.1111,158,33,11,0,0.3804315382169271,20.0,Low
21,0,0,2,2,3,0,-0.1005,172,41,5,0,0.22762893589388367,16.7,Low
21,0,0,2,2,2,0,-0.0853,180,41,8,0,0.17651883796674617,13.3,Low
21,0,0,5,3,3,5,-0.117,161,39,7,0,0.44339915752345793,56.7,High
21,0,0,2,4,2,2,-0.1212,199,39,12,0,0.3893609665743505,31.3,Medium
21,0,0,2,4,2,0,-0.1042,199,39,12,0,0.29459085252434425,23.3,Medium
21,0,0,2,2,2,0,-0.113,174,41,9,0,0.1314737001337427,13.3,Low
21,0,0,5,2,3,4,-0.0916,168,44,7,0,0.35955384150891434,47.7,Medium
21,0,0,2,4,2,0,-0.1105,167,45,7,0,0.19796691537272326,23.3,Medium
21,0,0,1,2,3,0,-0.1006,173,35,9,0,0.22506498174931733,11.7,Low
21,0,0,1,1,3,0,-0.0888,163,37,6,0,0.2864135996248467,6.7,Low
22,0,0,2,1,3,0,-0.1113,165,41,16,0,0.29619275738761563,11.7,Low
22,0,0,2,2,3,0,-0.1224,159,36,11,0,0.24128104399699768,16.7,Low
22,0,0,5,4,4,2,8.3438,165,38,8,1,0.8058029170294868,68.0,High
22,0,0,5,3,4,3,-0.1206,165,38,8,0,0.514514925161905,52.0,High
22,0,0,5,2,2,3,-0.1092,178,44,11,0,0.3058646976380487,40.3,Medium
22,0,0,3,4,3,0,-0.1054,192,49,7,0,0.38627065705373664,31.7,Medium
22,0,0,2,2,2,0,-0.1136,204,49,9,0,0.36027843869250287,13.3,Low
22,0,0,3,2,2,0,-0.1012,204,49,9,0,0.3794180377964552,18.3,Low
22,0,0,1,3,3,0,-0.1059,175,44,16,0,0.32154768050763016,16.7,Low
22,0,0,2,3,3,0,-0.1054,168,44,7,0,0.1969514244015812,21.7,Medium
22,0,0,4,2,3,3,-0.1136,177,37,16,0,0.3471098455766163,38.7,Medium
22,0,0,4,2,1,3,-0.1068,189,49,15,0,0.5229124667891916,32.0,Medium
22,0,0,4,4,3,0,0.1052,184,38,7,0,0.4886876120720922,37.2,Medium
22,0,0,5,3,3,3,-0.1155,163,37,6,0,0.3807551409601301,48.7,Medium
22,0,0,4,2,3,5,-0.1007,164,39,8,0,0.39308752321198803,46.7,Medium
22,0,0,1,2,4,0,-0.0842,158,33,11,0,0.4441256641924949,15.0,Low
22,0,0,2,3,3,3,-0.1137,164,39,8,0,0.24418362037422725,33.7,Medium
22,0,0,2,3,2,0,-0.1116,165,36,8,0,0.16189882793804466,18.3,Low
22,0,0,4,2,2,5,-0.1218,204,49,9,0,0.5650137906683903,43.3,Medium
22,0,0,2,4,3,0,-0.0897,172,41,5,0,0.34869147842581283,26.7,Medium
22,0,0,4,3,3,3,-0.1186,165,41,16,0,0.36708227568466856,43.7,Medium
22,0,0,5,3,3,5,-0.0987,193,47,10,0,0.5091823045762651,56.7,High
22,0,0,2,2,2,2,-0.1214,192,41,12,0,0.2872242316304593,21.3,Medium
22,0,0,1,1,4,0,-0.1082,168,41,9,0,0.39666784846089786,10.0,Low
22,0,0,5,4,3,2,5.4522,159,36,11,0,0.7183554842478082,64.7,High
22,0,0,2,2,3,0,-0.1169,176,44,11,0,0.17675241464147107,16.7,Low
22,0,0,3,1,3,3,-0.1138,174,46,9,0,0.3190475732692428,28.7,Medium
22,0,0,3,2,2,2,-0.1087,167,45,7,0,0.2109243529575977,26.3,Medium
22,0,0,5,4,1,2,-0.1265,186,42,7,0,0.5205742541658738,43.0,Medium
22,0,0,4,3,2,3,-0.1004,168,47,13,0,0.30540814397237326,40.3,Medium
22,0,0,2,4,2,0,-0.1144,157,39,9,0,0.2582757985421995,23.3,Medium
22,0,0,2,4,3,0,-0.1076,184,38,7,0,0.3192497577044979,26.7,Medium
22,0,0,1,3,3,0,-0.1187,161,39,7,0,0.29210706711451495,16.7,Low
23,0,0,1,1,3,0,-0.1082,173,35,9,0,0.32105412833601865,6.7,Low
23,0,0,2,3,2,3,-0.1099,157,44,18,0,0.48250433269051063,30.3,Medium
23,0,0,1,3,2,0,-0.1207,165,44,12,0,0.2441298111742406,13.3,Low
23,0,0,1,1,4,0,-0.093,160,34,11,0,0.47291551071608506,10.0,Low
23,0,0,3,2,3,3,-0.1006,164,39,8,0,0.2826986918756923,33.7,Medium
23,0,0,4,2,2,3,-0.0937,164,28,10,0,0.3898005655167105,35.3,Medium
23,0,0,1,4,3,0,-0.1047,182,45,8,0,0.39297547870258664,21.7,Medium
23,0,0,1,1,4,0,-0.0911,168,41,9,0,0.4452173624468986,10.0,Low
23,0,0,2,1,3,0,-0.1116,161,39,7,0,0.29233259420589897,11.7,Low
23,0,0,1,2,2,0,-0.1132,168,47,13,0,0.2634785822037229,8.3,Low
23,0,0,4,1,2,3,-0.1154,164,28,10,0,0.47410706685672,30.3,Medium
23,0,0,5,3,3,5,-0.1056,172,41,5,0,0.5028439009975769,56.7,High
23,0,0,1,3,3,3,-0.0966,193,40,8,0,0.4338455754323628,28.7,Medium
23,0,0,2,4,2,0,-0.0965,167,34,8,0,0.3155986392497959,23.3,Medium
23,0,0,2,1,2,0,-0.0966,164,36,11,0,0.2678462080330074,8.3,Low
23,0,0,1,2,3,0,-0.1187,177,49,9,0,0.33023844790571855,11.7,Low
23,0,0,1,1,4,0,-0.1159,169,49,8,0,0.5005231485571089,10.0,Low
23,0,0,2,2,2,0,-0.1137,165,44,12,0,0.16260934595170862,13.3,Low
23,0,0,2,2,3,0,-0.0912,192,49,7,0,0.34310292583517454,16.7,Low
23,0,0,4,1,2,3,-0.1203,158,45,15,0,0.4961729486549029,30.3,Medium
23,0,0,2,4,3,2,-0.11,194,40,20,0,0.5652271203638826,34.7,Medium
23,0,0,1,3,3,3,-0.1232,184,38,7,0,0.3932052888518447,28.7,Medium
23,0,0,5,3,3,5,-0.0975,177,49,9,0,0.5216652542751077,56.7,High
23,0,0,5,2,3,4,-0.1162,184,38,7,0,0.4087384834309672,47.7,Medium
23,0,0,2,1,2,2,-0.1176,192,41,12,0,0.3907145223998515,16.3,Low
23,0,0,4,4,2,0,-0.1213,178,44,11,0,0.3372789789539523,33.3,Medium
23,0,0,1,4,3,0,-0.0912,192,43,14,0,0.4573114025337194,21.7,Medium
23,0,0,3,4,3,0,-0.1063,169,42,4,0,0.37402786059464876,31.7,Medium
23,0,0,2,3,3,0,-0.1181,175,44,16,0,0.2993280986267569,21.7,Medium
23,0,0,2,2,4,3,-0.1107,168,41,9,0,0.38947806408637387,32.0,Medium
23,0,0,2,3,2,0,-0.1082,165,36,8,0,0.19045854190251432,18.3,Low
23,0,0,5,4,1,2,-0.1181,175,44,16,0,0.6086641482244162,43.0,Medium
23,0,0,1,3,3,0,-0.1133,193,40,8,0,0.37237730657639556,16.7,Low
23,0,0,2,3,3,3,-0.1045,161,39,7,0,0.31084201991361093,33.7,Medium
23,0,0,3,2,2,5,-0.1205,192,41,12,0,0.43193233116058705,38.3,Medium
23,0,0,4,4,3,2,-0.1144,184,38,7,0,0.4112458103319607,44.7,Medium
23,0,0,2,2,4,3,-0.0917,158,33,11,0,0.48018189431238545,32.0,Medium
23,0,0,5,3,4,5,-0.1171,158,33,11,0,0.6239577940886905,60.0,High
23,0,0,2,4,2,2,-0.0833,162,45,10,0,0.4268935776352224,31.3,Medium
23,0,0,2,1,3,2,-0.1248,168,44,7,0,0.3500466560012654,19.7,Low
23,0,0,2,2,3,0,-0.1237,165,33,10,0,0.2592271561948821,16.7,Low
0,1,1,1,2,2,3,-0.1154,186,42,7,0,0.44118378552595083,40.3,Medium
0,1,1,2,4,4,2,-0.1183,168,41,9,0,0.5102129425579768,58.0,High
0,1,1,2,1,3,1,-0.1121,177,49,9,0,0.4204976213080952,35.7,Medium
0,1,1,4,2,3,4,-0.1045,177,37,16,0,0.4796883716472773,62.7,High
0,1,1,2,4,3,2,-0.1228,192,43,14,0,0.507467382367693,54.7,High
0,1,1,2,4,3,0,-0.1236,192,49,7,0,0.471183906625507,46.7,Medium
0,1,1,2,3,3,3,-0.104,193,40,8,0,0.39518188423435396,53.7,High
